Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Plage M3E;Genre;Valeur;Unité;Chapitre du bilan social
2017;EDF SA;France;Promotions dans un collège supérieur;Non statutaire CDI;Exécution vers Maîtrise;;Homme;0.0;nombre;§1.5.1
2017;EDF SA;France;Masse salariale annuelle;Statutaire;Maitrise;;Homme;1001.0;M€;§2.1.1
2017;EDF SA;France;Masse salariale annuelle;Non statutaire CDI;Cadre;;Homme;38.0;M€;§2.1.1
2017;EDF SA;France;Masse salariale annuelle;Non statutaire CDI;Maitrise;;Femme;1.0;M€;§2.1.1
2017;EDF SA;France;Masse salariale annuelle;Non statutaire CDD;Cadre;;Homme;4.0;M€;§2.1.1
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Statutaire;Execution;;Femme;2548.0;€;§2.1.2
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Non statutaire CDI;Cadre;;Femme;9313.0;€;§2.1.2
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Non statutaire CDD;Maitrise;;Homme;1305.0;€;§2.1.2
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Statutaire;;C;Femme;5391.0;€;§2.1.2.bis
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Statutaire;;F;Homme;3961.0;€;§2.1.2.bis
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Statutaire;;G;Homme;3626.0;€;§2.1.2.bis
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Statutaire;;H;Femme;2591.0;€;§2.1.2.bis
2017;EDF SA;France;Rémunération mensuelle moyenne brute;Non statutaire CDD;;sans plage;Femme;1353.0;€;§2.1.2.bis
