Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Sous-catégorie collège;Genre;Plage M3E;Nationalité;Ancienneté;Tranche d'âge;Valeur;Unité;Chapitre du bilan social
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Ouvriers;Homme;;;;;891.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Statutaires;Cadre;Cadres;Femme;;;;;8734.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Dirigeants;Femme;;;;;23.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;Ouvriers;Femme;;;;;2.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres;Femme;;;;;51.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Statutaires;;;Femme;A;;;;787.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Statutaires;;;Femme;H;;;;1046.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Statutaires;;;Femme;I;;;;2.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;Moins de 25 ans;2.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;Moins de 25 ans;15.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 25 à 35 ans;6322.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;De 25 à 35 ans;2.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 25 à 35 ans;30.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 25 à 35 ans;88.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;De 25 à 35 ans;78.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 36 à 45 ans;6014.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 36 à 45 ans;2109.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 36 à 45 ans;460.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 36 à 45 ans;87.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 46 à 55 ans;2173.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 46 à 55 ans;198.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 46 à 55 ans;2.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 56 à 60 ans;1290.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 56 à 60 ans;44.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 56 à 60 ans;36.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 56 à 60 ans;1.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 56 à 60 ans;12.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 56 à 60 ans;42.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;61 ans et plus;197.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;61 ans et plus;19.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;61 ans et plus;0.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;61 ans et plus;0.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;61 ans et plus;1.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;61 ans et plus;19.0;nombre;§1.1.6
2022;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;Moins de 5 ans;;2277.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;Moins de 5 ans;;2392.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;Moins de 5 ans;;677.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;Moins de 5 ans;;10.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 5 à moins de 10 ans;;1532.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 5 à moins de 10 ans;;711.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 5 à moins de 10 ans;;285.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 5 à moins de 10 ans;;7.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 5 à moins de 10 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 10 à moins de 15 ans;;36.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 15 à moins de 20 ans;;1453.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 15 à moins de 20 ans;;126.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 15 à moins de 20 ans;;8.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 15 à moins de 20 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 25 à moins de 30 ans;;6.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 25 à moins de 30 ans;;1.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 30 à moins de 35 ans;;1271.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 30 à moins de 35 ans;;23.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;35 ans et plus;;550.0;nombre;§1.1.7
2022;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;Française;;;1057.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;Française;;;293.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;Française;;;1031.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;Française;;;579.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;Etrangère;;;262.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;Etrangère;;;63.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;Etrangère;;;19.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;Etrangère;;;29.0;nombre;§1.1.8
2022;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Supérieurs;Homme;;;;;69.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Non statutaires CDI;Exécution;Employés;Homme;;;;;0.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Ouvriers;Femme;;;;;258.0;nombre;§1.1.9
2022;EDF SA;France;Effectif;Statutaires;;;Homme;F;;;;7492.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Statutaires;;;Femme;F;;;;3145.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Statutaires;;;Homme;G;;;;6983.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Statutaires;;;Femme;G;;;;2669.0;nombre;§1.1.9bis
2022;EDF SA;France;Effectif;Non statutaires CDD;;;Femme;Sans plage;;;;1620.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;Moins de 25 ans;665.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;Moins de 25 ans;27.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;Moins de 25 ans;938.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;Moins de 25 ans;481.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 25 à 35 ans;4581.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;De 25 à 35 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 25 à 35 ans;159.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 25 à 35 ans;119.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 36 à 45 ans;1.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 36 à 45 ans;8.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 46 à 55 ans;4813.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 46 à 55 ans;217.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;De 46 à 55 ans;2.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;De 56 à 60 ans;57.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 56 à 60 ans;47.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;De 56 à 60 ans;3.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;61 ans et plus;242.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;61 ans et plus;10.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;61 ans et plus;3.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;Moins de 5 ans;;881.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;Moins de 5 ans;;529.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;Moins de 5 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 5 à moins de 10 ans;;835.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 10 à moins de 15 ans;;395.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 10 à moins de 15 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 15 à moins de 20 ans;;121.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 15 à moins de 20 ans;;106.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 15 à moins de 20 ans;;10.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 20 à moins de 25 ans;;2459.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 25 à moins de 30 ans;;1191.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 30 à moins de 35 ans;;461.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;35 ans et plus;;557.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;35 ans et plus;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;35 ans et plus;;1.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;35 ans et plus;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;35 ans et plus;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;Française;;;2145.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;Française;;;353.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;Française;;;1033.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;Française;;;845.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;Etrangère;;;18.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;Etrangère;;;0.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;Etrangère;;;0.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;Etrangère;;;74.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;Etrangère;;;38.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Supérieurs;Homme;;;;;299.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 7 à 9;Homme;;;;;9290.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 10 et 11;Homme;;;;;9837.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Exécution;Ouvriers;Homme;;;;;1735.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres;Homme;;;;;237.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres Supérieurs;Homme;;;;;0.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Employés;Homme;;;;;141.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Dirigeants;Femme;;;;;99.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 10 et 11;Femme;;;;;3477.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Exécution;Employés;Femme;;;;;1004.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Supérieurs;Femme;;;;;29.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres Dirigeants;Femme;;;;;0.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;;;Femme;D;;;;2229.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;;;Homme;E;;;;3411.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;;;Femme;E;;;;576.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;;;Homme;H;;;;2315.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;;;Homme;Sans plage;;;;3246.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;Moins de 25 ans;13.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 25 à 35 ans;52.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 36 à 45 ans;5505.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 36 à 45 ans;103.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;De 36 à 45 ans;2.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 36 à 45 ans;9.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 46 à 55 ans;70.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 56 à 60 ans;54.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 56 à 60 ans;32.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 56 à 60 ans;1.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 56 à 60 ans;30.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;61 ans et plus;33.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;61 ans et plus;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;61 ans et plus;1.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;Moins de 5 ans;;1893.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;Moins de 5 ans;;640.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;Moins de 5 ans;;173.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;Moins de 5 ans;;10.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 5 à moins de 10 ans;;85.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 5 à moins de 10 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 10 à moins de 15 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 15 à moins de 20 ans;;8.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 20 à moins de 25 ans;;1534.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 20 à moins de 25 ans;;80.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 20 à moins de 25 ans;;10.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 25 à moins de 30 ans;;467.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 30 à moins de 35 ans;;2017.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 30 à moins de 35 ans;;359.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 30 à moins de 35 ans;;14.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;35 ans et plus;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;35 ans et plus;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;Française;;;8493.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;Française;;;7220.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;Française;;;266.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;Française;;;9.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;Française;;;2.0;nombre;§1.1.8
2021;EDF SA;France;Effectif;Statutaires;Cadre;Cadres;Homme;;;;;19561.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;Employés;Homme;;;;;0.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;Maîtrise;Homme;;;;;1113.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Supérieurs;Femme;;;;;165.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Dirigeants;Femme;;;;;22.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres;Femme;;;;;72.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Employés;Femme;;;;;357.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Ouvriers;Femme;;;;;251.0;nombre;§1.1.9
2021;EDF SA;France;Effectif;Statutaires;;;Homme;C;;;;7755.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;;;Femme;H;;;;1104.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Non statutaires CDI;;;Homme;Sans plage;;;;373.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Non statutaires CDI;;;Femme;Sans plage;;;;305.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Non statutaires CDD;;;Femme;Sans plage;;;;1598.0;nombre;§1.1.9bis
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;Moins de 25 ans;182.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;Moins de 25 ans;895.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 25 à 35 ans;6626.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 25 à 35 ans;50.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 25 à 35 ans;78.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;De 25 à 35 ans;88.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;De 36 à 45 ans;6.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;De 36 à 45 ans;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 36 à 45 ans;1.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;De 36 à 45 ans;9.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 46 à 55 ans;6800.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;De 46 à 55 ans;2717.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 56 à 60 ans;1008.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;De 56 à 60 ans;2.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;61 ans et plus;193.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;61 ans et plus;41.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;61 ans et plus;0.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;61 ans et plus;14.0;nombre;§1.1.6
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;Moins de 5 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 5 à moins de 10 ans;;1875.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 5 à moins de 10 ans;;434.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 5 à moins de 10 ans;;0.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 10 à moins de 15 ans;;1537.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 10 à moins de 15 ans;;4463.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 15 à moins de 20 ans;;605.0;nombre;§1.1.7
2021;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 15 à moins de 20 ans;;0.0;nombre;§1.1.7
