Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Collège;Sous-catégorie collège;Genre;Plage M3E;Nationalité;Ancienneté;Tranche d'âge;Valeur;Unité;Chapitre du bilan social
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 25 à moins de 30 ans;;24.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;35 ans et plus;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;35 ans et plus;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;Française;;;2213.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;Française;;;5.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;Française;;;2.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;Française;;;635.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;Etrangère;;;14.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;Etrangère;;;0.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;Etrangère;;;2.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 7 à 9;Homme;;;;;9423.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 10 et 11;Homme;;;;;9795.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Exécution;Employés;Homme;;;;;474.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;Employés;Homme;;;;;0.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;Maîtrise;Homme;;;;;1051.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Employés;Homme;;;;;153.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Dirigeants;Femme;;;;;92.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;GF 7 à 9;Femme;;;;;3881.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres;Femme;;;;;221.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;Ouvriers;Femme;;;;;4.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres Dirigeants;Femme;;;;;0.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres Supérieurs;Femme;;;;;0.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;;;Femme;D;;;;2242.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Femme;F;;;;3219.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;H;;;;2378.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;Sans plage;;;;3377.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;Moins de 25 ans;691.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;Moins de 25 ans;12.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;Moins de 25 ans;684.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;De 25 à 35 ans;1181.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 25 à 35 ans;438.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 25 à 35 ans;62.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;De 25 à 35 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;De 25 à 35 ans;95.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 36 à 45 ans;5262.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 36 à 45 ans;5349.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;De 36 à 45 ans;5.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;De 36 à 45 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 46 à 55 ans;103.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;De 46 à 55 ans;5.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 56 à 60 ans;2335.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 56 à 60 ans;1011.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 56 à 60 ans;54.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 56 à 60 ans;47.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 56 à 60 ans;7.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;61 ans et plus;5.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;61 ans et plus;6.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;Moins de 5 ans;;836.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;Moins de 5 ans;;203.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;Moins de 5 ans;;159.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;Moins de 5 ans;;4.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 5 à moins de 10 ans;;2010.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 5 à moins de 10 ans;;618.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 10 à moins de 15 ans;;919.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 10 à moins de 15 ans;;328.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 15 à moins de 20 ans;;1506.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 15 à moins de 20 ans;;125.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 15 à moins de 20 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 20 à moins de 25 ans;;1868.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 20 à moins de 25 ans;;77.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 20 à moins de 25 ans;;7.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 25 à moins de 30 ans;;14.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 25 à moins de 30 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 30 à moins de 35 ans;;443.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 30 à moins de 35 ans;;387.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;De 30 à moins de 35 ans;;38.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;35 ans et plus;;880.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;35 ans et plus;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;Française;;;108.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;Française;;;993.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;Etrangère;;;41.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres;Homme;;;;;19425.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Supérieurs;Homme;;;;;62.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;Maîtrise;Homme;;;;;5.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres;Homme;;;;;149.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Dirigeants;Femme;;;;;21.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;Cadres;Femme;;;;;77.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;;;Femme;C;;;;3474.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;I;;;;0.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;Moins de 25 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;Moins de 25 ans;863.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;De 25 à 35 ans;2434.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 25 à 35 ans;1782.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 25 à 35 ans;48.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;;De 25 à 35 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;De 25 à 35 ans;1.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 25 à 35 ans;98.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;De 46 à 55 ans;6693.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 46 à 55 ans;2267.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;De 46 à 55 ans;6.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 46 à 55 ans;2.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 46 à 55 ans;1.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 46 à 55 ans;2.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;De 56 à 60 ans;2.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;;61 ans et plus;686.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;61 ans et plus;117.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;61 ans et plus;10.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;;61 ans et plus;1.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;Moins de 5 ans;;167.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;Moins de 5 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 5 à moins de 10 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 5 à moins de 10 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 10 à moins de 15 ans;;2934.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 10 à moins de 15 ans;;2.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 15 à moins de 20 ans;;8.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;De 15 à moins de 20 ans;;11.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 20 à moins de 25 ans;;50.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;;De 25 à moins de 30 ans;;1.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;35 ans et plus;;1917.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;35 ans et plus;;683.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;;35 ans et plus;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;Française;;;14.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;Française;;;1.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;Française;;;49.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;Etrangère;;;9.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Homme;;Etrangère;;;0.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;Etrangère;;;58.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Dirigeants;Homme;;;;;60.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres;Femme;;;;;8377.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;Cadres Supérieurs;Femme;;;;;30.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;Maîtrise;Femme;;;;;888.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;Employés;Femme;;;;;372.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;;;Femme;A;;;;734.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;B;;;;3254.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Femme;B;;;;1474.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Femme;Sans plage;;;;1570.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Non statutaires CDD;;;Homme;Sans plage;;;;2168.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;Moins de 25 ans;43.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 25 à 35 ans;149.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;De 36 à 45 ans;2548.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;;De 36 à 45 ans;2119.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;De 36 à 45 ans;562.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 36 à 45 ans;3.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 36 à 45 ans;6.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 36 à 45 ans;7.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 46 à 55 ans;237.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;;De 46 à 55 ans;2.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 46 à 55 ans;3.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;De 56 à 60 ans;866.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 56 à 60 ans;32.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 56 à 60 ans;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;De 56 à 60 ans;3.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 56 à 60 ans;35.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 56 à 60 ans;6.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;61 ans et plus;157.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;61 ans et plus;24.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;61 ans et plus;0.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;61 ans et plus;16.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Femme;;;;61 ans et plus;2.0;nombre;§1.1.6
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;Moins de 5 ans;;499.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 5 à moins de 10 ans;;4098.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 5 à moins de 10 ans;;86.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 10 à moins de 15 ans;;3485.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 15 à moins de 20 ans;;970.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 15 à moins de 20 ans;;106.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 15 à moins de 20 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;De 20 à moins de 25 ans;;2435.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 25 à moins de 30 ans;;2411.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 25 à moins de 30 ans;;650.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;;De 25 à moins de 30 ans;;443.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 25 à moins de 30 ans;;1.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Femme;;;De 25 à moins de 30 ans;;1.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 30 à moins de 35 ans;;0.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;35 ans et plus;;554.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;35 ans et plus;;29.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;35 ans et plus;;19.0;nombre;§1.1.7
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;Française;;;19728.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;Française;;;8404.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;Française;;;19162.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;Française;;;7409.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;Française;;;330.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;Française;;;826.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;Etrangère;;;221.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Maîtrise;;Femme;;Etrangère;;;19.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDI;Maîtrise;;Femme;;Etrangère;;;1.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;Etrangère;;;33.0;nombre;§1.1.8
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Dirigeants;Homme;;;;;326.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Supérieurs;Homme;;;;;306.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Exécution;Ouvriers;Homme;;;;;1753.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Cadre;Cadres Supérieurs;Femme;;;;;156.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;Exécution;Employés;Femme;;;;;1125.0;nombre;§1.1.9
2020;EDF SA;France;Effectif;Statutaires;;;Homme;A;;;;1891.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;C;;;;7743.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Homme;D;;;;5053.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Femme;E;;;;580.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Statutaires;;;Femme;I;;;;1.0;nombre;§1.1.9bis
2020;EDF SA;France;Effectif;Non statutaires CDI;;;Femme;Sans plage;;;;291.0;nombre;§1.1.9bis
2019;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;Moins de 25 ans;189.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;Moins de 25 ans;2.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;Moins de 25 ans;825.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 25 à 35 ans;120.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;;De 36 à 45 ans;5280.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;De 36 à 45 ans;75.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Exécution;;Homme;;;;De 36 à 45 ans;13.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;;De 46 à 55 ans;2368.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;;De 46 à 55 ans;82.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Homme;;;;De 46 à 55 ans;0.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;;De 56 à 60 ans;60.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;;De 56 à 60 ans;66.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Homme;;;;De 56 à 60 ans;10.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Maîtrise;;Femme;;;;De 56 à 60 ans;38.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Femme;;;;61 ans et plus;27.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;;61 ans et plus;1.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Non statutaires CDD;Cadre;;Femme;;;;61 ans et plus;1.0;nombre;§1.1.6
2019;EDF SA;France;Effectif;Statutaires;Maîtrise;;Homme;;;Moins de 5 ans;;2442.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Exécution;;Homme;;;Moins de 5 ans;;711.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 5 à moins de 10 ans;;2221.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Exécution;;Femme;;;De 5 à moins de 10 ans;;741.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 10 à moins de 15 ans;;2348.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Cadre;;Femme;;;De 10 à moins de 15 ans;;995.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 10 à moins de 15 ans;;0.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Non statutaires CDI;Cadre;;Homme;;;De 20 à moins de 25 ans;;5.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Non statutaires CDI;Exécution;;Homme;;;De 20 à moins de 25 ans;;0.0;nombre;§1.1.7
2019;EDF SA;France;Effectif;Statutaires;Cadre;;Homme;;;De 25 à moins de 30 ans;;2465.0;nombre;§1.1.7
